destination_id,name,state,region,type,styles,best_season,latitude,longitude,source_type,data_status,confidence
dest_mandi_himachal-pradesh,Mandi,Himachal Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_manikaran_himachal-pradesh,Manikaran,Himachal Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_mcleod-ganj_himachal-pradesh,McLeod Ganj,Himachal Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_narkanda_himachal-pradesh,Narkanda,Himachal Pradesh,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,31.25475,77.46127,kaggle_destination,candidate,0.7
dest_palampur_himachal-pradesh,Palampur,Himachal Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_prashar-lake_himachal-pradesh,Prashar Lake,Himachal Pradesh,Northern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,31.75448,77.10164,kaggle_destination,candidate,0.7
dest_rakchham_himachal-pradesh,Rakchham,Himachal Pradesh,Northern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,31.39234,78.35375,kaggle_destination,candidate,0.7
dest_shangarh_himachal-pradesh,Shangarh,Himachal Pradesh,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,31.75731,77.37707,kaggle_destination,candidate,0.7
dest_shimla_himachal-pradesh,Shimla,Himachal Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_shoja_himachal-pradesh,Shoja,Himachal Pradesh,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,31.29786,77.034,kaggle_destination,candidate,0.7
dest_spiti-valley_himachal-pradesh,Spiti Valley,Himachal Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_tirthan-valley_himachal-pradesh,Tirthan Valley,Himachal Pradesh,Northern India,Valley,"[""Nature"",""Adventure"",""Weekend Escape"",""Peaceful Retreat""]","April – June, September – November",31.6375,77.34444,kaggle_destination,candidate,0.7
dest_dalhousie_himachal-pradesh,dalhousie,Himachal Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_anantnag_jammu-and-kashmir,Anantnag,Jammu and Kashmir,,city,,,,,kaggle_place_city,candidate,0.6
dest_aru-valley_jammu-and-kashmir,Aru Valley,Jammu and Kashmir,Northern India,Valley,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,34.09083,75.26333,kaggle_destination,candidate,0.7
dest_bhaderwah_jammu-and-kashmir,Bhaderwah,Jammu and Kashmir,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,32.97837,75.71856,kaggle_destination,candidate,0.7
dest_chatpal_jammu-and-kashmir,Chatpal,Jammu and Kashmir,Northern India,Village,"[""Culture"",""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,34.0837,74.7973,kaggle_destination,candidate,0.7
dest_dachigam-national-park_jammu-and-kashmir,Dachigam National Park,Jammu and Kashmir,Northern India,Mountain,"[""Nature"",""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,34.13292,75.02241,kaggle_destination,candidate,0.7
dest_daksum_jammu-and-kashmir,Daksum,Jammu and Kashmir,Northern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,33.60916,75.41478,kaggle_destination,candidate,0.7
dest_gurez-valley_jammu-and-kashmir,Gurez Valley,Jammu and Kashmir,Northern India,Valley,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,34.64504,74.70818,kaggle_destination,candidate,0.7
dest_jammu_jammu-and-kashmir,Jammu,Jammu and Kashmir,,city,,,,,kaggle_place_city,candidate,0.6
dest_kishtwar_jammu-and-kashmir,Kishtwar,Jammu and Kashmir,,city,,,,,kaggle_place_city,candidate,0.6
dest_kokernag_jammu-and-kashmir,Kokernag,Jammu and Kashmir,Northern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,33.58723,75.30125,kaggle_destination,candidate,0.7
dest_lolab-valley_jammu-and-kashmir,Lolab Valley,Jammu and Kashmir,Northern India,Valley,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,34.50132,74.40525,kaggle_destination,candidate,0.7
dest_pahalgam_jammu-and-kashmir,Pahalgam,Jammu and Kashmir,,city,,,,,kaggle_place_city,candidate,0.6
dest_sinthan-top_jammu-and-kashmir,Sinthan Top,Jammu and Kashmir,Northern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,33.58243,75.51109,kaggle_destination,candidate,0.7
dest_srinagar_jammu-and-kashmir,Srinagar,Jammu and Kashmir,,city,,,,,kaggle_place_city,candidate,0.6
dest_udhampur_jammu-and-kashmir,Udhampur,Jammu and Kashmir,,city,,,,,kaggle_place_city,candidate,0.6
dest_verinag_jammu-and-kashmir,Verinag,Jammu and Kashmir,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,33.53926,75.24988,kaggle_destination,candidate,0.7
dest_watlab_jammu-and-kashmir,Watlab,Jammu and Kashmir,Northern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,34.3,74.47,kaggle_destination,candidate,0.7
dest_yousmarg_jammu-and-kashmir,Yousmarg,Jammu and Kashmir,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,33.83,75.3,kaggle_destination,candidate,0.7
dest_deoghar_jharkhand,Deoghar,Jharkhand,,city,,,,,kaggle_place_city,candidate,0.6
dest_kiriburu_jharkhand,Kiriburu,Jharkhand,Eastern India,Mountain,"[""Nature"",""Wildlife"",""Adventure"",""Forest Trail""]",October – March,22.0667,85.2833,kaggle_destination,candidate,0.7
dest_mccluskieganj_jharkhand,McCluskieganj,Jharkhand,Eastern India,Village,"[""Heritage"",""Culture"",""Peaceful Retreat"",""Photography""]",September – March,23.6667,84.9833,kaggle_destination,candidate,0.7
dest_netarhat_jharkhand,Netarhat,Jharkhand,Eastern India,Valley,"[""Nature"",""Trek"",""Peaceful Retreat"",""Forest Trail""]",October – April,23.4833,84.2667,kaggle_destination,candidate,0.7
dest_ranchi_jharkhand,Ranchi,Jharkhand,,city,,,,,kaggle_place_city,candidate,0.6
dest_agumbe_karnataka,Agumbe,Karnataka,Southern India,Mountain,"[""Nature"",""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,13.50848,75.09626,kaggle_destination,candidate,0.7
dest_badami_karnataka,Badami,Karnataka,Southern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,15.92039,75.68079,kaggle_destination,candidate,0.7
dest_banavasi_karnataka,Banavasi,Karnataka,Southern India,Village,"[""Culture"",""Spiritual"",""Meditation"",""Temple Visit"",""Heritage Walk"",""Photography""]",Winter – Spring,14.53897,75.01298,kaggle_destination,candidate,0.7
dest_bandipur_karnataka,Bandipur,Karnataka,,city,,,,,kaggle_place_city,candidate,0.6
dest_bangalore_karnataka,Bangalore,Karnataka,,city,,,,,kaggle_place_city,candidate,0.6
dest_bengaluru_karnataka,Bengaluru,Karnataka,,city,,,,,kaggle_place_city,candidate,0.6
dest_bijapur_karnataka,Bijapur,Karnataka,,city,,,,,kaggle_place_city,candidate,0.6
dest_chikmagalur_karnataka,Chikmagalur,Karnataka,,city,,,,,kaggle_place_city,candidate,0.6
dest_coorg_karnataka,Coorg,Karnataka,,city,,,,,kaggle_place_city,candidate,0.6
dest_dandeli_karnataka,Dandeli,Karnataka,Southern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,15.24903,74.6236,kaggle_destination,candidate,0.7
dest_devarayanadurga_karnataka,Devarayanadurga,Karnataka,Southern India,Village,"[""Nature"",""Wildlife"",""Spiritual"",""Meditation"",""Temple Visit"",""Heritage Walk"",""Photography""]",Winter – Spring,13.37267,77.20759,kaggle_destination,candidate,0.7
dest_gokarna_karnataka,Gokarna,Karnataka,Southern India,Beach,"[""Nature"",""Weekend Escape"",""Peaceful Retreat"",""Culture""]",October – March,14.5479,74.3188,kaggle_destination,candidate,0.7
dest_halebidu_karnataka,Halebidu,Karnataka,,city,,,,,kaggle_place_city,candidate,0.6
dest_hampi_karnataka,Hampi,Karnataka,,city,,,,,kaggle_place_city,candidate,0.6
dest_honnemardu_karnataka,Honnemardu,Karnataka,Southern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,14.17815,74.87629,kaggle_destination,candidate,0.7
dest_karwar-beach_karnataka,Karwar Beach,Karnataka,Southern India,Beach,"[""Nature"",""Beach"",""Swimming"",""Sunbathing"",""Beach Walks"",""Boat Ride""]",Winter – Spring,14.8,74.13,kaggle_destination,candidate,0.7
dest_kemmangundi_karnataka,Kemmangundi,Karnataka,Southern India,Mountain,"[""Nature"",""Trekking"",""Bird Watching"",""Nature Walk"",""Photography""]",Winter – Spring,13.51705,75.77137,kaggle_destination,candidate,0.7
dest_kudremukh_karnataka,Kudremukh,Karnataka,Southern India,Mountain,"[""Nature"",""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,13.21907,75.25103,kaggle_destination,candidate,0.7
dest_madhugiri-monolith_karnataka,Madhugiri Monolith,Karnataka,Southern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,13.66,77.21,kaggle_destination,candidate,0.7
dest_mangalore_karnataka,Mangalore,Karnataka,,city,,,,,kaggle_place_city,candidate,0.6
dest_maravanthe-beach_karnataka,Maravanthe Beach,Karnataka,Southern India,Beach,"[""Beach"",""Swimming"",""Sunbathing"",""Beach Walks"",""Boat Ride""]",Winter – Spring,13.70885,74.64186,kaggle_destination,candidate,0.7
dest_melukote_karnataka,Melukote,Karnataka,Southern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,12.66241,76.64965,kaggle_destination,candidate,0.7
dest_mullayanagiri_karnataka,Mullayanagiri,Karnataka,Southern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,13.39092,75.7214,kaggle_destination,candidate,0.7
dest_murudeshwar_karnataka,Murudeshwar,Karnataka,,city,,,,,kaggle_place_city,candidate,0.6
dest_mysore_karnataka,Mysore,Karnataka,,city,,,,,kaggle_place_city,candidate,0.6
dest_shivamogga_karnataka,Shivamogga,Karnataka,,city,,,,,kaggle_place_city,candidate,0.6
dest_shivanasamudra-falls_karnataka,Shivanasamudra Falls,Karnataka,Southern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,12.29167,77.175,kaggle_destination,candidate,0.7
dest_yana-rocks_karnataka,Yana Rocks,Karnataka,Southern India,Mountain,"[""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,14.5897,74.56625,kaggle_destination,candidate,0.7
dest_alappuzha_kerala,Alappuzha,Kerala,,city,,,,,kaggle_place_city,candidate,0.6
dest_ashtamudi-lake_kerala,Ashtamudi Lake,Kerala,Southern India,Beach,"[""Nature"",""Beach"",""Swimming"",""Sunbathing"",""Beach Walks"",""Boat Ride""]",Winter – Spring,8.94782,76.57028,kaggle_destination,candidate,0.7
dest_bekal_kerala,Bekal,Kerala,Southern India,Village,"[""Culture"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,12.39573,75.03719,kaggle_destination,candidate,0.7
dest_gavi_kerala,Gavi,Kerala,Southern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,9.43573,77.15947,kaggle_destination,candidate,0.7
dest_kannur_kerala,Kannur,Kerala,Southern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,11.87638,75.3738,kaggle_destination,candidate,0.7
dest_kochi_kerala,Kochi,Kerala,,city,,,,,kaggle_place_city,candidate,0.6
dest_kovalam_kerala,Kovalam,Kerala,,city,,,,,kaggle_place_city,candidate,0.6
dest_kozhikode_kerala,Kozhikode,Kerala,,city,,,,,kaggle_place_city,candidate,0.6
dest_kumarakom_kerala,Kumarakom,Kerala,,city,,,,,kaggle_place_city,candidate,0.6
dest_marari-beach_kerala,Marari Beach,Kerala,Southern India,Beach,"[""Beach"",""Swimming"",""Sunbathing"",""Beach Walks"",""Boat Ride""]",Winter – Spring,9.60318,76.29799,kaggle_destination,candidate,0.7
dest_munnar_kerala,Munnar,Kerala,,city,,,,,kaggle_place_city,candidate,0.6
dest_muzhappilangad-beach_kerala,Muzhappilangad Beach,Kerala,Southern India,Beach,"[""Beach"",""Swimming"",""Sunbathing"",""Beach Walks"",""Boat Ride""]",Winter – Spring,11.79445,75.44332,kaggle_destination,candidate,0.7
dest_nelliyampathy_kerala,Nelliyampathy,Kerala,Southern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,10.53493,76.69327,kaggle_destination,candidate,0.7
dest_peerumade_kerala,Peerumade,Kerala,Southern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,9.52298,77.14348,kaggle_destination,candidate,0.7
dest_ponmudi_kerala,Ponmudi,Kerala,Southern India,Mountain,"[""Trekking"",""Bird Watching"",""Nature Walk"",""Photography""]",Winter – Spring,8.76,77.115,kaggle_destination,candidate,0.7
dest_poovar-island_kerala,Poovar Island,Kerala,Southern India,Island,"[""Beach"",""Swimming"",""Sunbathing"",""Beach Walks"",""Boat Ride""]",Winter – Spring,8.30925,77.0823,kaggle_destination,candidate,0.7
dest_ranipuram_kerala,Ranipuram,Kerala,Southern India,Mountain,"[""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,12.41641,75.36398,kaggle_destination,candidate,0.7
dest_silent-valley-national-park_kerala,Silent Valley National Park,Kerala,Southern India,Valley,"[""Nature"",""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,11.13104,76.44433,kaggle_destination,candidate,0.7
dest_thattekad-bird-sanctuary_kerala,Thattekad Bird Sanctuary,Kerala,Southern India,Mountain,"[""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,10.12785,76.71943,kaggle_destination,candidate,0.7
dest_thekkady_kerala,Thekkady,Kerala,,city,,,,,kaggle_place_city,candidate,0.6
dest_thiruvananthapuram_kerala,Thiruvananthapuram,Kerala,,city,,,,,kaggle_place_city,candidate,0.6
dest_vagamon_kerala,Vagamon,Kerala,Southern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,9.6886,76.90686,kaggle_destination,candidate,0.7
dest_valiyaparamba-backwaters_kerala,Valiyaparamba Backwaters,Kerala,Southern India,Beach,"[""Nature"",""Beach"",""Swimming"",""Sunbathing"",""Beach Walks"",""Boat Ride""]",Winter – Spring,9.86348,76.3594,kaggle_destination,candidate,0.7
dest_varkala_kerala,Varkala,Kerala,,city,,,,,kaggle_place_city,candidate,0.6
dest_wayanad_kerala,Wayanad,Kerala,,city,,,,,kaggle_place_city,candidate,0.6
dest_alchi_ladakh,Alchi,Ladakh,Northern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,34.22363,77.17406,kaggle_destination,candidate,0.7
dest_diskit_ladakh,Diskit,Ladakh,,city,,,,,kaggle_place_city,candidate,0.6
dest_dras_ladakh,Dras,Ladakh,,city,,,,,kaggle_place_city,candidate,0.6
dest_hemis_ladakh,Hemis,Ladakh,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,33.90831,77.63415,kaggle_destination,candidate,0.7
dest_kargil_ladakh,Kargil,Ladakh,,city,,,,,kaggle_place_city,candidate,0.6
dest_korzok_ladakh,Korzok,Ladakh,Northern India,Village,"[""Nature"",""Spiritual"",""Meditation"",""Temple Visit"",""Heritage Walk"",""Photography""]",Summer – Spring,33.04492,78.23639,kaggle_destination,candidate,0.7
dest_lamayuru_ladakh,Lamayuru,Ladakh,Northern India,Village,"[""Spiritual"",""Meditation"",""Temple Visit"",""Heritage Walk"",""Photography""]",Summer – Spring,34.28271,76.77396,kaggle_destination,candidate,0.7
dest_leh_ladakh,Leh,Ladakh,,city,,,,,kaggle_place_city,candidate,0.6
dest_nubra-valley_ladakh,Nubra Valley,Ladakh,,city,,,,,kaggle_place_city,candidate,0.6
dest_padum_ladakh,Padum,Ladakh,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,33.46914,76.87818,kaggle_destination,candidate,0.7
dest_rangdum_ladakh,Rangdum,Ladakh,Northern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,34.03619,76.372,kaggle_destination,candidate,0.7
dest_sumur_ladakh,Sumur,Ladakh,Northern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,34.61856,77.61325,kaggle_destination,candidate,0.7
dest_tso-moriri_ladakh,Tso Moriri,Ladakh,Northern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,32.88928,78.32153,kaggle_destination,candidate,0.7
dest_turtuk_ladakh,Turtuk,Ladakh,Northern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,34.8447,76.82795,kaggle_destination,candidate,0.7
dest_uleytokpo_ladakh,Uleytokpo,Ladakh,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,34.25349,77.09262,kaggle_destination,candidate,0.7
dest_bangaram-island_lakshadweep,Bangaram Island,Lakshadweep,Southern India,Island,"[""Beach"",""Nature"",""Luxury"",""Peaceful Retreat""]",October – May,10.94,72.28,kaggle_destination,candidate,0.7
dest_kadmat-island_lakshadweep,Kadmat Island,Lakshadweep,Southern India,Island,"[""Beach"",""Nature"",""Water Sports"",""Peaceful Retreat""]",October – May,11.2333,72.7833,kaggle_destination,candidate,0.7
dest_minicoy-island_lakshadweep,Minicoy Island,Lakshadweep,Southern India,Island,"[""Culture"",""Beach"",""Heritage"",""Water Sports""]",October – May,8.28,73.01,kaggle_destination,candidate,0.7
dest_amarkantak_madhya-pradesh,Amarkantak,Madhya Pradesh,Central India,Village,"[""Culture"",""Spiritual"",""Meditation"",""Temple Visit"",""Heritage Walk"",""Photography""]",Winter – Spring,22.67047,81.75884,kaggle_destination,candidate,0.7
dest_bandhavgarh_madhya-pradesh,Bandhavgarh,Madhya Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_bhedaghat_madhya-pradesh,Bhedaghat,Madhya Pradesh,Central India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,23.13175,79.80099,kaggle_destination,candidate,0.7
dest_bhimbetka_madhya-pradesh,Bhimbetka,Madhya Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_bhimbetka-rock-shelters_madhya-pradesh,Bhimbetka Rock Shelters,Madhya Pradesh,Central India,Village,"[""Culture"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,22.93739,77.6112,kaggle_destination,candidate,0.7
dest_bhopal_madhya-pradesh,Bhopal,Madhya Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_burhanpur_madhya-pradesh,Burhanpur,Madhya Pradesh,Central India,Mountain,"[""Trekking"",""Bird Watching"",""Nature Walk"",""Photography""]",Winter – Spring,21.33487,76.37088,kaggle_destination,candidate,0.7
dest_chanderi_madhya-pradesh,Chanderi,Madhya Pradesh,Central India,Village,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,24.71194,78.13727,kaggle_destination,candidate,0.7
dest_chitrakoot_madhya-pradesh,Chitrakoot,Madhya Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_gwalior_madhya-pradesh,Gwalior,Madhya Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_gyaraspur_madhya-pradesh,Gyaraspur,Madhya Pradesh,Central India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,23.66903,78.11246,kaggle_destination,candidate,0.7
dest_indore_madhya-pradesh,Indore,Madhya Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_jabalpur_madhya-pradesh,Jabalpur,Madhya Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_kanha_madhya-pradesh,Kanha,Madhya Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_khajuraho_madhya-pradesh,Khajuraho,Madhya Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_maheshwar_madhya-pradesh,Maheshwar,Madhya Pradesh,Central India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,22.17743,75.58735,kaggle_destination,candidate,0.7
dest_mandu_madhya-pradesh,Mandu,Madhya Pradesh,Central India,Village,"[""Culture"",""Photography"",""Peaceful Retreat""]",July – March,22.33975,75.40545,kaggle_destination,candidate,0.7
dest_orchha_madhya-pradesh,Orchha,Madhya Pradesh,Central India,Mountain,"[""Trekking"",""Bird Watching"",""Nature Walk"",""Photography""]",Winter – Spring,25.35287,78.64025,kaggle_destination,candidate,0.7
dest_pachmarhi_madhya-pradesh,Pachmarhi,Madhya Pradesh,Central India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,22.47368,78.43605,kaggle_destination,candidate,0.7
dest_panna-national-park_madhya-pradesh,Panna National Park,Madhya Pradesh,Central India,Village,"[""Wildlife"",""Spiritual"",""Meditation"",""Temple Visit"",""Heritage Walk"",""Photography""]",Winter – Spring,24.61608,79.94004,kaggle_destination,candidate,0.7
dest_patalkot-valley_madhya-pradesh,Patalkot Valley,Madhya Pradesh,Central India,Valley,"[""Nature"",""Culture"",""Adventure""]",October to March & July to September (monsoon lushness),22.46,78.73,kaggle_destination,candidate,0.7
dest_phen-sanctuary_madhya-pradesh,Phen Sanctuary,Madhya Pradesh,Central India,Mountain,"[""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,22.36389,81.02778,kaggle_destination,candidate,0.7
dest_sanchi-stupa_madhya-pradesh,Sanchi Stupa,Madhya Pradesh,Central India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,23.47922,77.73968,kaggle_destination,candidate,0.7
dest_tamia_madhya-pradesh,Tamia,Madhya Pradesh,Central India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,22.34362,78.67082,kaggle_destination,candidate,0.7
dest_ujjain_madhya-pradesh,Ujjain,Madhya Pradesh,,city,,,,,kaggle_place_city,candidate,0.6
dest_ajanta_maharashtra,Ajanta,Maharashtra,,city,,,,,kaggle_place_city,candidate,0.6
dest_amboli_maharashtra,Amboli,Maharashtra,Western India,Mountain,"[""Trekking"",""Bird Watching"",""Nature Walk"",""Photography""]",Winter – Spring,20.88762,79.35721,kaggle_destination,candidate,0.7
dest_bhandardara_maharashtra,Bhandardara,Maharashtra,Western India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,19.55513,73.75584,kaggle_destination,candidate,0.7
dest_chikhaldara_maharashtra,Chikhaldara,Maharashtra,Western India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,21.4764,77.27578,kaggle_destination,candidate,0.7
dest_harihareshwar_maharashtra,Harihareshwar,Maharashtra,Western India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,17.99509,73.02453,kaggle_destination,candidate,0.7
dest_jawhar_maharashtra,Jawhar,Maharashtra,Western India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,19.91248,73.22516,kaggle_destination,candidate,0.7
dest_kaas-plateau_maharashtra,Kaas Plateau,Maharashtra,Western India,Village,"[""Culture"",""Wildlife"",""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,17.72,73.82278,kaggle_destination,candidate,0.7
dest_lonar-crater_maharashtra,Lonar Crater,Maharashtra,Western India,Village,"[""Culture"",""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,19.97445,76.49755,kaggle_destination,candidate,0.7
dest_malshej-ghat_maharashtra,Malshej Ghat,Maharashtra,Western India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,19.34171,73.79089,kaggle_destination,candidate,0.7
dest_matheran_maharashtra,Matheran,Maharashtra,,city,,,,,kaggle_place_city,candidate,0.6
dest_morachi-chincholi_maharashtra,Morachi Chincholi,Maharashtra,Western India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,18.81557,74.1565,kaggle_destination,candidate,0.7
dest_panhala-fort_maharashtra,Panhala Fort,Maharashtra,Western India,Village,"[""Nature"",""Culture"",""Trekking"",""Bird Watching"",""Nature Walk"",""Photography""]",Winter – Spring,16.8089,74.10823,kaggle_destination,candidate,0.7
dest_sandhan-valley_maharashtra,Sandhan Valley,Maharashtra,Western India,Trek,"[""Adventure"",""Nature"",""Photography""]",October – February,19.51362,73.68634,kaggle_destination,candidate,0.7
dest_satara_maharashtra,Satara,Maharashtra,,city,,,,,kaggle_place_city,candidate,0.6
dest_shiroda-beach_maharashtra,Shiroda Beach,Maharashtra,Western India,Beach,"[""Beach"",""Peaceful Retreat"",""Local Sightseeing""]",October to March,15.782,73.6543,kaggle_destination,candidate,0.7
dest_tarkarli_maharashtra,Tarkarli,Maharashtra,Western India,Beach,"[""Beach"",""Swimming"",""Sunbathing"",""Beach Walks"",""Boat Ride""]",Winter – Spring,16.00681,73.49184,kaggle_destination,candidate,0.7
